date,open,close,high_max,low_min
2020-08-17,259.24,260.44,261.21000000000004,257.21999999999997
2020-08-20,385.67999999999995,385.86,388.88989999999995,380.66
2020-08-23,127.395,127.395,129.76,127.05
2020-08-26,386.61,386.43,391.53499999999997,385.02009999999996
2020-08-29,130.0,130.02,130.6,128.65
2020-09-01,379.72,380.24,385.52,375.68
2020-09-04,245.94,244.94,247.85,239.95
2020-09-07,246.38,242.47,249.6,244.29
2020-09-10,384.42999999999995,381.63,389.25,380.075
2020-09-13,135.06,128.9,136.35,128.7652
2020-09-16,385.36,384.31999999999994,387.7521,379.045
2020-09-19,127.91,126.64,128.6,126.83
2020-09-22,393.01,390.6,396.9,388.01
2020-09-25,265.22,263.53999999999996,265.64,261.83000000000004
2020-09-28,269.38,267.11,270.88,267.3
2020-10-01,404.91868739131473,404.8046676482852,407.7206139586435,400.96994799379604
2020-10-04,133.91,134.25,135.29,132.69
2020-10-07,406.70000000000005,405.72,410.77,404.40999999999997
2020-10-10,137.08,136.68601025716,137.4,135.64
2020-10-13,415.81,415.06,419.8973,412.61
2020-10-16,275.66999999999996,276.37,277.28,273.47
2020-10-19,276.35,273.69,279.82,273.29999999999995
2020-10-22,420.08000000000004,418.23,422.37,413.38
2020-10-25,144.82,137.28,147.95,142.51
2020-10-28,426.71000000000004,428.23,429.7,423.89
2020-10-31,142.7347166347018,141.89965664681083,142.8561554429331,142.3786955863789
2020-11-03,427.53,425.59999999999997,428.59000000000003,422.13379999999995
2020-11-06,283.0927787547663,282.7350299192059,283.04352829858067,278.2504895510847
2020-11-09,281.45,281.57,284.63,276.91999999999996
2020-11-12,430.0,428.53,436.02989999999994,427.4301
2020-11-15,146.0,146.35,147.1,144.8006
2020-11-18,434.99,435.14,437.3065,427.74
2020-11-21,140.56,141.3,142.38,139.88
2020-11-24,421.8011030845088,419.57937267297825,427.2487626980725,418.1491365524749
2020-11-27,283.5,284.41,285.693,280.435
2020-11-30,276.75,276.9,277.04499999999996,269.45000000000005
2020-12-03,398.53000000000003,400.84000000000003,404.745,393.91679999999997
2020-12-06,135.37,133.59,136.05,133.3
2020-12-09,416.31,413.93,420.97,413.41999999999996
2020-12-12,141.34,140.63,145.5717,141.29
2020-12-15,431.2,430.30999999999995,433.04,425.4
2020-12-18,286.11,286.0,287.79999999999995,283.81
2020-12-21,285.2136822670825,283.77105951699815,286.424384706817,281.9726443954445
2020-12-24,429.71,430.7900000000001,435.455,422.92
2020-12-27,141.54,142.02,142.46,136.26
2020-12-30,408.69000000000005,408.44999999999993,411.97,400.05999999999995
2021-01-02,135.9,135.26401243938,136.85,133.36
2021-01-05,406.865,409.45000000000005,414.67999999999995,405.27
2021-01-08,265.33000000000004,266.29999999999995,268.78499999999997,259.41499999999996
2021-01-11,270.59000000000003,267.90999999999997,273.6,267.28
2021-01-14,419.28,417.62,421.25,413.46000000000004
2021-01-17,144.98,140.45,145.0,140.67
2021-01-20,432.78999999999996,434.41,438.9,425.25
2021-01-23,137.67,143.17,141.25,135.54
2021-01-26,408.495,412.88,417.37,405.48
2021-01-29,261.52,261.79999999999995,262.54,254.99
2021-02-01,266.40999999999997,265.88,267.26,261.94
2021-02-04,399.16460805113724,398.8412476354599,404.06367557038027,397.1479058053871
2021-02-07,135.14,132.53,135.68,133.12
2021-02-10,407.33000000000004,408.81999999999994,413.22999999999996,404.76
2021-02-13,135.5,133.68,135.5,133.55
2021-02-16,402.305,405.63,407.5,399.46
2021-02-19,267.815,265.92999999999995,268.815,266.44
2021-02-22,259.64,266.88,264.96000000000004,257.84
2021-02-25,389.2,386.19,391.24,383.645
2021-02-28,131.55,130.19,131.68,129.34
2021-03-03,396.12,394.4200000000001,399.405,392.97499999999997
2021-03-06,132.54,133.26,133.85,132.085
2021-03-09,396.65500000000003,397.2,401.1600000000001,395.185
2021-03-12,271.35,265.70000000000005,273.16499999999996,266.42
2021-03-15,273.515,274.21000000000004,277.33500000000004,271.4
2021-03-18,402.91,404.12,408.545,399.93500000000006
2021-03-21,136.35,135.93,137.06,135.5
2021-03-24,401.715,404.93000000000006,405.865,399.62
2021-03-27,132.66,133.27,134.1,132.41
2021-03-30,405.23,401.04,407.42499999999995,401.91499999999996
2021-04-02,273.1,273.45,275.645,272.745
2021-04-05,270.3725901682873,271.94664707900813,275.0758634222741,269.2390263951841
2021-04-08,402.19000000000005,402.8499999999999,405.03,398.35
2021-04-11,133.93,133.74,135.2,133.445
2021-04-14,396.16499999999996,399.14,402.12,394.075
2021-04-17,131.96,130.98,131.99,130.53
2021-04-20,391.93999999999994,393.59000000000003,394.91,389.65000000000003
2021-04-23,257.40999999999997,259.32,258.9,254.89
2021-04-26,262.49,258.49,263.46000000000004,258.875
2021-04-29,421.135,399.17999999999995,428.61,415.43
2021-05-02,152.37,154.35,154.26,151.54
2021-05-05,310.445,308.31,312.455,305.52
